model,image_id,fae_method,metric,score
resnet18,ISIC_0013073,saliency,relevance_mass_accuracy,0.6902869939804077
resnet18,ISIC_0013073,gradcam,faithfulness_correlation,0.20762185752391815
resnet18,ISIC_0013073,gradcam,max_sensitivity,1.3954838514328003
resnet18,ISIC_0013073,gradcam,relevance_mass_accuracy,0.8243710398674011
resnet18,ISIC_0013073,deep_lift,faithfulness_correlation,0.2145720273256302
resnet18,ISIC_0013073,deep_lift,max_sensitivity,1.2677829265594482
resnet18,ISIC_0013073,deep_lift,relevance_mass_accuracy,-3.630675792694092
resnet18,ISIC_0013073,guided_backprop,faithfulness_correlation,0.026793260127305984
resnet18,ISIC_0013073,guided_backprop,max_sensitivity,0.9780802726745605
resnet18,ISIC_0013073,guided_backprop,relevance_mass_accuracy,1.1914057731628418
resnet18,ISIC_0013073,lrp,faithfulness_correlation,-0.12895812094211578
resnet18,ISIC_0013073,lrp,max_sensitivity,2.1821281909942627
resnet18,ISIC_0013073,lrp,relevance_mass_accuracy,-0.09308125078678131
