model,fae_method,metric,level_idx,level_frac,batch_idx,n,mean_score,raw_scores,runtime_seconds,timestamp
resnet18,integrated_gradients,random_logit,8,0.8,2,8,0.5435885928783168,0.513767;0.392822;0.654692;0.582761;0.574977;0.549437;0.622111;0.458141,1.34,2026-08-26T22:39:07
resnet18,integrated_gradients,random_logit,8,0.8,3,8,0.5580923036444859,0.499434;0.57851;0.617765;0.425007;0.497432;0.611746;0.607844;0.627001,1.32,2026-08-26T22:39:08
resnet18,integrated_gradients,random_logit,8,0.8,4,8,0.5887324653339906,0.738503;0.65648;0.629107;0.444269;0.61169;0.468794;0.799228;0.361788,1.34,2026-08-26T22:39:09
resnet18,integrated_gradients,random_logit,8,0.8,5,8,0.6253107082406177,0.532509;0.576618;0.651607;0.413426;0.728287;0.572643;0.920718;0.606677,1.59,2026-08-26T22:39:11
resnet18,integrated_gradients,random_logit,8,0.8,6,8,0.7675135042715712,0.857812;0.752803;0.684818;0.658354;0.835135;0.594493;0.913891;0.842802,1.59,2026-08-26T22:39:13
resnet18,integrated_gradients,random_logit,8,0.8,7,8,0.5432473745625808,0.548059;0.393635;0.458915;0.632523;0.454871;0.639857;0.76685;0.451268,1.45,2026-08-26T22:39:14
resnet18,integrated_gradients,random_logit,9,0.9,0,8,0.7545926181585312,0.729856;0.717178;0.815454;0.718873;0.706768;0.869397;0.679022;0.800193,1.27,2026-08-26T22:39:15
resnet18,integrated_gradients,random_logit,9,0.9,1,8,0.6800058605098511,0.679697;0.642949;0.633037;0.600544;0.621191;0.807083;0.680293;0.775252,1.25,2026-08-26T22:39:17
resnet18,integrated_gradients,random_logit,9,0.9,2,8,0.6663407859737147,0.678302;0.539789;0.77823;0.673103;0.632611;0.670342;0.730845;0.627504,1.26,2026-08-26T22:39:18
resnet18,integrated_gradients,random_logit,9,0.9,3,8,0.6611627803798292,0.595815;0.649139;0.718904;0.559315;0.652123;0.737894;0.668846;0.707266,1.24,2026-08-26T22:39:19
resnet18,integrated_gradients,random_logit,9,0.9,4,8,0.7274359850961002,0.780748;0.775489;0.707374;0.639114;0.778492;0.654565;0.882391;0.601315,1.24,2026-08-26T22:39:20
resnet18,integrated_gradients,random_logit,9,0.9,5,8,0.7365174598981203,0.693059;0.647648;0.777332;0.571153;0.799891;0.721546;0.957025;0.724486,1.22,2026-08-26T22:39:22
resnet18,integrated_gradients,random_logit,9,0.9,6,8,0.8167589582177303,0.931982;0.793969;0.6908;0.75485;0.920542;0.640291;0.945645;0.855993,1.23,2026-08-26T22:39:23
resnet18,integrated_gradients,random_logit,9,0.9,7,8,0.6698926528017577,0.647959;0.595131;0.593991;0.785808;0.642827;0.669128;0.768248;0.656049,1.39,2026-08-26T22:39:24
resnet18,saliency,max_sensitivity,0,0.0,0,8,0.8603249937295914,0.873328;0.854414;0.832173;0.844662;0.85127;0.869059;0.845127;0.912567,7.86,2026-08-26T22:39:32
resnet18,saliency,max_sensitivity,0,0.0,1,8,0.8597330674529076,0.878345;0.864543;0.845621;0.863552;0.841457;0.864613;0.851657;0.868077,6.42,2026-08-26T22:39:38
resnet18,saliency,max_sensitivity,0,0.0,2,8,0.8739968165755272,0.866297;0.850551;0.870892;0.973655;0.850691;0.831603;0.900547;0.847738,7.26,2026-08-26T22:39:46
resnet18,saliency,max_sensitivity,0,0.0,3,8,0.8750210553407669,0.901537;0.888251;0.86494;0.849044;0.888933;0.843665;0.91465;0.849148,6.24,2026-08-26T22:39:52
resnet18,saliency,max_sensitivity,0,0.0,4,8,0.8600656986236572,0.848895;0.887946;0.883482;0.876158;0.868165;0.845351;0.832291;0.838237,7.39,2026-08-26T22:39:59
resnet18,saliency,max_sensitivity,0,0.0,5,8,0.8566852584481239,0.848215;0.846968;0.863252;0.869978;0.851333;0.854884;0.861939;0.856913,6.26,2026-08-26T22:40:06
resnet18,saliency,max_sensitivity,0,0.0,6,8,0.8685695305466652,0.824555;0.938724;0.913607;0.849714;0.857525;0.855859;0.865559;0.843013,7.53,2026-08-26T22:40:13
resnet18,saliency,max_sensitivity,0,0.0,7,8,0.8647332489490509,0.84529;0.878657;0.845217;0.861111;0.83567;0.840278;0.957749;0.853895,6.38,2026-08-26T22:40:20
resnet18,saliency,max_sensitivity,1,0.1,0,8,0.9056511148810387,0.908008;0.877499;0.874198;0.919041;0.873866;0.947742;0.898915;0.945938,7.38,2026-08-26T22:40:27
resnet18,saliency,max_sensitivity,1,0.1,1,8,0.9121296256780624,0.961581;0.914189;0.882236;0.918946;0.915882;0.87765;0.875938;0.950615,6.03,2026-08-26T22:40:33
resnet18,saliency,max_sensitivity,1,0.1,2,8,0.939952902495861,0.937313;0.925202;0.921191;1.07355;0.935076;0.890398;0.912487;0.924402,7.36,2026-08-26T22:40:40
resnet18,saliency,max_sensitivity,1,0.1,3,8,0.926370844244957,0.961977;0.945764;0.891464;0.904472;0.905713;0.899726;0.986023;0.915827,6.03,2026-08-26T22:40:46
resnet18,saliency,max_sensitivity,1,0.1,4,8,0.9036594182252884,0.890508;0.925011;0.943502;0.919114;0.909096;0.886489;0.873395;0.882159,7.5,2026-08-26T22:40:54
resnet18,saliency,max_sensitivity,1,0.1,5,8,0.9028452038764954,0.876919;0.915725;0.897283;0.957536;0.88614;0.87738;0.888021;0.923758,6.24,2026-08-26T22:41:00
resnet18,saliency,max_sensitivity,1,0.1,6,8,0.9111929014325142,0.867931;1.03595;0.973893;0.884272;0.892857;0.882969;0.882235;0.869437,7.43,2026-08-26T22:41:08
resnet18,saliency,max_sensitivity,1,0.1,7,8,0.8923560455441475,0.900693;0.899265;0.872738;0.894034;0.879816;0.869808;0.94376;0.878734,6.12,2026-08-26T22:41:14
resnet18,saliency,max_sensitivity,2,0.2,0,8,0.9512039944529533,0.960555;0.90311;0.917566;1.00735;0.901887;0.939966;0.961306;1.01789,7.17,2026-08-26T22:41:21
resnet18,saliency,max_sensitivity,2,0.2,1,8,0.9448004215955734,0.986478;0.951245;0.94133;0.95219;0.937553;0.913232;0.910771;0.965605,5.93,2026-08-26T22:41:27
resnet18,saliency,max_sensitivity,2,0.2,2,8,0.9986665174365044,0.991376;0.972649;0.982859;1.19579;0.954849;0.942306;0.998105;0.951401,7.3,2026-08-26T22:41:34
resnet18,saliency,max_sensitivity,2,0.2,3,8,0.983693316578865,1.01764;0.989467;0.959552;0.936109;0.980834;0.935285;1.06936;0.981302,5.78,2026-08-26T22:41:40
resnet18,saliency,max_sensitivity,2,0.2,4,8,0.9578304439783096,0.919127;0.981022;1.03177;0.993137;0.983209;0.935871;0.909974;0.908537,6.71,2026-08-26T22:41:47
resnet18,saliency,max_sensitivity,2,0.2,5,8,0.9305989742279053,0.909623;0.951606;0.949952;0.960651;0.93118;0.906384;0.913037;0.922359,6.13,2026-08-26T22:41:53
resnet18,saliency,max_sensitivity,2,0.2,6,8,0.9434802234172821,0.90074;1.04703;1.04408;0.905926;0.935432;0.905162;0.900543;0.908927,6.27,2026-08-26T22:41:59
resnet18,saliency,max_sensitivity,2,0.2,7,8,0.9319150596857071,0.930412;0.921273;0.910671;0.92103;0.915472;0.905075;1.03058;0.920804,6.76,2026-08-26T22:42:06
resnet18,saliency,max_sensitivity,3,0.3,0,8,1.0008094534277916,1.03672;0.923311;0.973254;1.02928;0.930588;1.04705;0.968886;1.09738,5.55,2026-08-26T22:42:11
resnet18,saliency,max_sensitivity,3,0.3,1,8,0.9927718639373779,1.0373;1.02374;0.974596;1.00233;0.990906;0.953235;0.934733;1.02533,7.01,2026-08-26T22:42:18
resnet18,saliency,max_sensitivity,3,0.3,2,8,1.029168151319027,1.01368;1.0487;1.04476;1.12825;1.01446;0.984546;1.0065;0.992448,5.75,2026-08-26T22:42:24
resnet18,saliency,max_sensitivity,3,0.3,3,8,1.0101095587015152,1.03973;1.05409;0.968588;0.978113;1.03899;0.973663;1.04755;0.980157,6.96,2026-08-26T22:42:31
resnet18,saliency,max_sensitivity,3,0.3,4,8,0.9971166700124741,0.950085;1.04186;1.03485;1.04764;0.999627;1.01625;0.93911;0.947503,5.75,2026-08-26T22:42:37
resnet18,saliency,max_sensitivity,3,0.3,5,8,0.9637512117624283,0.936564;0.960999;0.991722;1.00152;0.977668;0.931296;0.935761;0.974478,7.08,2026-08-26T22:42:44
resnet18,saliency,max_sensitivity,3,0.3,6,8,0.9850420504808426,0.942773;1.12424;1.04347;0.965074;0.984077;0.942723;0.925343;0.952636,6.16,2026-08-26T22:42:50
resnet18,saliency,max_sensitivity,3,0.3,7,8,0.9662569239735603,0.9777;0.974961;0.940845;0.951442;0.945936;0.941232;1.0535;0.944442,7.71,2026-08-26T22:42:58
resnet18,saliency,max_sensitivity,4,0.4,0,8,1.0242890641093254,1.07797;0.948841;1.00646;1.05318;0.966748;1.05306;0.994208;1.09385,6.58,2026-08-26T22:43:04
resnet18,saliency,max_sensitivity,4,0.4,1,8,1.0479426607489586,1.1437;1.04407;1.02504;1.07798;1.04769;0.990011;0.972873;1.08218,7.24,2026-08-26T22:43:12
resnet18,saliency,max_sensitivity,4,0.4,2,8,1.086615264415741,1.09077;1.06697;1.09976;1.19866;1.04026;1.04907;1.10148;1.04595,6.79,2026-08-26T22:43:18
resnet18,saliency,max_sensitivity,4,0.4,3,8,1.073047623038292,1.10156;1.14603;1.06965;1.01417;1.03615;1.01647;1.1753;1.02506,6.95,2026-08-26T22:43:25
resnet18,saliency,max_sensitivity,4,0.4,4,8,1.028157226741314,0.993454;1.05043;1.08119;1.09122;1.02632;1.01751;0.982327;0.982802,6.32,2026-08-26T22:43:32
resnet18,saliency,max_sensitivity,4,0.4,5,8,1.0124658942222595,0.9897;1.02751;1.03728;1.10715;0.987766;0.967086;0.96185;1.0214,5.84,2026-08-26T22:43:37
resnet18,saliency,max_sensitivity,4,0.4,6,8,1.0139990448951721,0.977108;1.14237;1.09183;0.996297;1.02416;0.975022;0.950074;0.95513,7.55,2026-08-26T22:43:45
resnet18,saliency,max_sensitivity,4,0.4,7,8,1.0155886560678482,1.0551;1.05363;0.977333;0.980558;0.992218;0.979594;1.10909;0.977185,6.51,2026-08-26T22:43:52
resnet18,saliency,max_sensitivity,5,0.5,0,8,1.0619336366653442,1.10672;0.987504;1.04603;1.06645;1.0043;1.10578;1.02946;1.14923,6.54,2026-08-26T22:43:58
resnet18,saliency,max_sensitivity,5,0.5,1,8,1.0648442804813385,1.12215;1.07782;1.04687;1.08797;1.08003;1.00114;1.00208;1.10069,4.71,2026-08-26T22:44:03
resnet18,saliency,max_sensitivity,5,0.5,2,8,1.127163365483284,1.13627;1.1397;1.1295;1.20328;1.06816;1.10145;1.14025;1.09871,5.37,2026-08-26T22:44:08
resnet18,saliency,max_sensitivity,5,0.5,3,8,1.09885972738266,1.13581;1.13282;1.05616;1.04957;1.10111;1.06555;1.15187;1.09798,5.75,2026-08-26T22:44:14
resnet18,saliency,max_sensitivity,5,0.5,4,8,1.0721161365509033,1.02357;1.12225;1.11428;1.17443;1.05778;1.05038;1.01783;1.01641,4.16,2026-08-26T22:44:18
resnet18,saliency,max_sensitivity,5,0.5,5,8,1.038591094315052,1.00427;1.0317;1.04567;1.14542;1.03761;1.00322;0.990663;1.05016,4.6,2026-08-26T22:44:23
resnet18,saliency,max_sensitivity,5,0.5,6,8,1.056828424334526,1.03941;1.19171;1.18253;1.03079;1.04336;0.992532;0.980606;0.99369,4.98,2026-08-26T22:44:28
resnet18,saliency,max_sensitivity,5,0.5,7,8,1.0603606477379799,1.06976;1.06878;0.998475;1.02978;1.02645;1.04668;1.21238;1.03058,4.27,2026-08-26T22:44:32
resnet18,saliency,max_sensitivity,6,0.6,0,8,1.1003163307905197,1.12364;1.00207;1.08325;1.16016;1.04985;1.12172;1.07186;1.18998,4.51,2026-08-26T22:44:36
resnet18,saliency,max_sensitivity,6,0.6,1,8,1.1340185701847076,1.2461;1.14882;1.1127;1.13464;1.1533;1.04434;1.05669;1.17556,4.79,2026-08-26T22:44:41
resnet18,saliency,max_sensitivity,6,0.6,2,8,1.1705549955368042,1.15465;1.12697;1.18974;1.29151;1.1526;1.13895;1.14904;1.16099,4.0,2026-08-26T22:44:45
resnet18,saliency,max_sensitivity,6,0.6,3,8,1.1610937714576721,1.19088;1.22906;1.12387;1.08322;1.15585;1.09702;1.22228;1.18657,4.11,2026-08-26T22:44:49
resnet18,saliency,max_sensitivity,6,0.6,4,8,1.116481825709343,1.07765;1.15742;1.18465;1.20767;1.11814;1.11176;1.03204;1.04252,5.05,2026-08-26T22:44:54
resnet18,saliency,max_sensitivity,6,0.6,5,8,1.0801670253276825,1.04899;1.11063;1.09718;1.17914;1.06503;1.02597;1.01519;1.09921,3.99,2026-08-26T22:44:58
resnet18,saliency,max_sensitivity,6,0.6,6,8,1.0939719080924988,1.06376;1.26362;1.20441;1.05731;1.10816;1.02492;0.994949;1.03463,4.07,2026-08-26T22:45:02
resnet18,saliency,max_sensitivity,6,0.6,7,8,1.0780781954526901,1.08992;1.0975;1.0251;1.05694;1.05402;1.07131;1.19207;1.03777,5.39,2026-08-26T22:45:08
resnet18,saliency,max_sensitivity,7,0.7,0,8,1.1313778162002563,1.18795;1.02824;1.10067;1.15384;1.0678;1.19267;1.08598;1.23388,4.42,2026-08-26T22:45:12
resnet18,saliency,max_sensitivity,7,0.7,1,8,1.1532573401927948,1.21452;1.17406;1.17105;1.17054;1.20567;1.05919;1.05157;1.17945,4.46,2026-08-26T22:45:17
resnet18,saliency,max_sensitivity,7,0.7,2,8,1.2127138078212738,1.2769;1.21843;1.18237;1.3193;1.16864;1.14954;1.21844;1.1681,5.66,2026-08-26T22:45:22
resnet18,saliency,max_sensitivity,7,0.7,3,8,1.203303948044777,1.23795;1.25684;1.16188;1.12025;1.24315;1.16288;1.29301;1.15046,3.83,2026-08-26T22:45:26
resnet18,saliency,max_sensitivity,7,0.7,4,8,1.152902141213417,1.09511;1.22753;1.27153;1.18889;1.13343;1.13509;1.09654;1.07509,3.8,2026-08-26T22:45:30
resnet18,saliency,max_sensitivity,7,0.7,5,8,1.107314020395279,1.08306;1.16038;1.12819;1.17576;1.09991;1.03752;1.04614;1.12755,4.95,2026-08-26T22:45:35
resnet18,saliency,max_sensitivity,7,0.7,6,8,1.1240982860326767,1.09262;1.3247;1.25403;1.06551;1.11261;1.04741;1.02534;1.07056,4.11,2026-08-26T22:45:39
resnet18,saliency,max_sensitivity,7,0.7,7,8,1.1128137558698654,1.15477;1.13643;1.06898;1.0887;1.08492;1.07083;1.22289;1.07498,3.78,2026-08-26T22:45:43
resnet18,saliency,max_sensitivity,8,0.8,0,8,1.1852000802755356,1.20074;1.07367;1.16781;1.28269;1.06413;1.22703;1.14465;1.32088,3.3,2026-08-26T22:45:46
resnet18,saliency,max_sensitivity,8,0.8,1,8,1.1989140808582306,1.24686;1.18208;1.26356;1.27684;1.20862;1.09152;1.07869;1.24314,4.69,2026-08-26T22:45:51
resnet18,saliency,max_sensitivity,8,0.8,2,8,1.250608965754509,1.25609;1.26089;1.23857;1.34609;1.23378;1.22919;1.24755;1.19271,3.36,2026-08-26T22:45:54
resnet18,saliency,max_sensitivity,8,0.8,3,8,1.237141638994217,1.30089;1.26795;1.22293;1.15266;1.27099;1.21675;1.27117;1.19379,3.33,2026-08-26T22:45:58
resnet18,saliency,max_sensitivity,8,0.8,4,8,1.1842418015003204,1.14663;1.23651;1.22404;1.24886;1.22295;1.16378;1.11268;1.11848,3.73,2026-08-26T22:46:01
resnet18,saliency,max_sensitivity,8,0.8,5,8,1.156151220202446,1.13152;1.13771;1.16983;1.30393;1.14261;1.07503;1.09024;1.19835,4.47,2026-08-26T22:46:06
resnet18,saliency,max_sensitivity,8,0.8,6,8,1.1577834784984589,1.11955;1.32147;1.36818;1.11607;1.14281;1.06299;1.04301;1.08819,3.42,2026-08-26T22:46:09
resnet18,saliency,max_sensitivity,8,0.8,7,8,1.162913754582405,1.25805;1.14886;1.07386;1.10693;1.17109;1.09946;1.2912;1.15387,3.41,2026-08-26T22:46:13
resnet18,saliency,max_sensitivity,9,0.9,0,8,1.209351122379303,1.26878;1.11257;1.21076;1.25848;1.09381;1.25051;1.18257;1.29732,3.46,2026-08-26T22:46:16
resnet18,saliency,max_sensitivity,9,0.9,1,8,1.2323253005743027,1.27405;1.33054;1.20619;1.27927;1.23629;1.13653;1.12383;1.2719,4.12,2026-08-26T22:46:20
resnet18,saliency,max_sensitivity,9,0.9,2,8,1.3061760663986206,1.29504;1.26907;1.30703;1.42316;1.3062;1.29838;1.28964;1.26088,2.86,2026-08-26T22:46:23
resnet18,saliency,max_sensitivity,9,0.9,3,8,1.2943100482225418,1.29636;1.38458;1.40582;1.17506;1.31682;1.20841;1.31916;1.24827,2.79,2026-08-26T22:46:26
resnet18,saliency,max_sensitivity,9,0.9,4,8,1.2341438829898834,1.15222;1.29756;1.35241;1.29937;1.27657;1.2171;1.14708;1.13084,2.63,2026-08-26T22:46:28
resnet18,saliency,max_sensitivity,9,0.9,5,8,1.1769182980060577,1.14114;1.21535;1.23746;1.23022;1.17002;1.1101;1.09558;1.21547,3.55,2026-08-26T22:46:32
resnet18,saliency,max_sensitivity,9,0.9,6,8,1.1867645680904388,1.18256;1.37584;1.33533;1.15146;1.17268;1.08307;1.07904;1.11414,3.25,2026-08-26T22:46:35
resnet18,saliency,max_sensitivity,9,0.9,7,8,1.1966415494680405,1.23914;1.22293;1.12961;1.13883;1.15734;1.16828;1.39508;1.12193,2.62,2026-08-26T22:46:38
resnet18,saliency,random_logit,0,0.0,0,8,0.5113606361196925,0.451457;0.532972;0.550799;0.626322;0.542609;0.609697;0.437805;0.339225,1.01,2026-08-26T22:46:39
resnet18,saliency,random_logit,0,0.0,1,8,0.5392459396261559,0.408671;0.753709;0.443763;0.594082;0.460806;0.576364;0.517334;0.559238,1.01,2026-08-26T22:46:40
resnet18,saliency,random_logit,0,0.0,2,8,0.4997671931489029,0.520544;0.508597;0.568291;0.597136;0.532976;0.450578;0.450117;0.369898,1.01,2026-08-26T22:46:41
resnet18,saliency,random_logit,0,0.0,3,8,0.5014564438532297,0.441532;0.545385;0.522706;0.598413;0.432467;0.436653;0.485771;0.548724,1.01,2026-08-26T22:46:42
resnet18,saliency,random_logit,0,0.0,4,8,0.5238681756151911,0.650009;0.50247;0.487947;0.461982;0.626684;0.426416;0.458531;0.576905,1.02,2026-08-26T22:46:43
resnet18,saliency,random_logit,0,0.0,5,8,0.5391332957300934,0.605555;0.520796;0.465135;0.520832;0.543054;0.567074;0.579085;0.511536,1.33,2026-08-26T22:46:44
resnet18,saliency,random_logit,0,0.0,6,8,0.4942841605560331,0.577613;0.455161;0.524678;0.621686;0.401837;0.448196;0.440156;0.484946,1.55,2026-08-26T22:46:46
resnet18,saliency,random_logit,0,0.0,7,8,0.5553124206296984,0.537945;0.466151;0.552352;0.723618;0.484729;0.543496;0.554272;0.579936,1.52,2026-08-26T22:46:47
resnet18,saliency,random_logit,1,0.1,0,8,0.4722772481470412,0.418582;0.491717;0.497555;0.590813;0.496615;0.57065;0.405205;0.307081,1.01,2026-08-26T22:46:48
resnet18,saliency,random_logit,1,0.1,1,8,0.47994997691350455,0.372467;0.614413;0.401345;0.529211;0.397131;0.537432;0.470628;0.516972,1.01,2026-08-26T22:46:49
resnet18,saliency,random_logit,1,0.1,2,8,0.45324848101509857,0.478364;0.462584;0.518858;0.562207;0.468817;0.406466;0.400547;0.328145,1.03,2026-08-26T22:46:50
resnet18,saliency,random_logit,1,0.1,3,8,0.4491631521155904,0.387798;0.456656;0.463057;0.554595;0.378769;0.406115;0.449191;0.497124,1.02,2026-08-26T22:46:51
resnet18,saliency,random_logit,1,0.1,4,8,0.4700123614829881,0.595398;0.464264;0.371031;0.400708;0.603235;0.384384;0.418521;0.522559,0.99,2026-08-26T22:46:52
resnet18,saliency,random_logit,1,0.1,5,8,0.48510985425170794,0.553204;0.468581;0.417993;0.429653;0.494463;0.514438;0.540454;0.462094,1.0,2026-08-26T22:46:53
resnet18,saliency,random_logit,1,0.1,6,8,0.47505082060431447,0.564586;0.424;0.514459;0.577269;0.383038;0.431696;0.443103;0.462256,1.03,2026-08-26T22:46:55
resnet18,saliency,random_logit,1,0.1,7,8,0.5046088300841475,0.485183;0.427133;0.497519;0.685037;0.406353;0.511436;0.51193;0.51228,1.01,2026-08-26T22:46:56
resnet18,saliency,random_logit,2,0.2,0,8,0.4386897308942118,0.394409;0.454837;0.457667;0.560779;0.458136;0.540317;0.357581;0.285791,0.99,2026-08-26T22:46:57
resnet18,saliency,random_logit,2,0.2,1,8,0.4415204935049787,0.342718;0.596549;0.360643;0.496518;0.376124;0.476385;0.412101;0.471126,0.99,2026-08-26T22:46:58
resnet18,saliency,random_logit,2,0.2,2,8,0.3890690053896851,0.348173;0.448372;0.423589;0.506109;0.371485;0.394821;0.340197;0.279807,1.47,2026-08-26T22:46:59
resnet18,saliency,random_logit,2,0.2,3,8,0.43876329546891624,0.372652;0.500059;0.464274;0.5249;0.381286;0.388014;0.458112;0.420809,1.39,2026-08-26T22:47:00
resnet18,saliency,random_logit,2,0.2,4,8,0.4418282183227327,0.522272;0.438808;0.38443;0.373145;0.586717;0.355386;0.391281;0.482587,1.35,2026-08-26T22:47:02
resnet18,saliency,random_logit,2,0.2,5,8,0.4542476014305135,0.519786;0.433773;0.384879;0.41403;0.461124;0.476043;0.514749;0.429596,0.99,2026-08-26T22:47:03
resnet18,saliency,random_logit,2,0.2,6,8,0.4389314963275778,0.52773;0.403501;0.475543;0.570557;0.347116;0.395799;0.358338;0.432867,0.98,2026-08-26T22:47:04
resnet18,saliency,random_logit,2,0.2,7,8,0.46923167869880444,0.431283;0.401266;0.460873;0.656985;0.375141;0.488781;0.477643;0.461882,0.99,2026-08-26T22:47:05
resnet18,saliency,random_logit,3,0.3,0,8,0.41692300368650637,0.383264;0.442795;0.430495;0.480775;0.442323;0.521828;0.366961;0.266944,0.93,2026-08-26T22:47:06
resnet18,saliency,random_logit,3,0.3,1,8,0.3992435219453534,0.327342;0.504986;0.341685;0.374928;0.319505;0.481479;0.416696;0.427326,0.92,2026-08-26T22:47:07
resnet18,saliency,random_logit,3,0.3,2,8,0.3856892232826207,0.434155;0.406178;0.456934;0.513217;0.383689;0.275196;0.341777;0.274368,0.94,2026-08-26T22:47:07
resnet18,saliency,random_logit,3,0.3,3,8,0.35717873817778556,0.28559;0.415007;0.335452;0.427301;0.276481;0.364287;0.355881;0.39743,0.88,2026-08-26T22:47:08
resnet18,saliency,random_logit,3,0.3,4,8,0.4198676561265309,0.504834;0.436824;0.365363;0.327623;0.590891;0.328732;0.343027;0.461648,0.9,2026-08-26T22:47:09
resnet18,saliency,random_logit,3,0.3,5,8,0.43419448744700845,0.475168;0.43352;0.380319;0.406393;0.445755;0.445893;0.516614;0.369895,0.9,2026-08-26T22:47:10
resnet18,saliency,random_logit,3,0.3,6,8,0.42703711729408417,0.510502;0.370058;0.461537;0.556697;0.329151;0.349345;0.410743;0.428264,0.93,2026-08-26T22:47:11
resnet18,saliency,random_logit,3,0.3,7,8,0.43738229141400214,0.4142;0.374561;0.436645;0.632252;0.343463;0.423928;0.454246;0.419763,1.14,2026-08-26T22:47:12
resnet18,saliency,random_logit,4,0.4,0,8,0.4164223469029285,0.361024;0.43583;0.416032;0.541586;0.429946;0.512651;0.36463;0.26968,1.23,2026-08-26T22:47:13
resnet18,saliency,random_logit,4,0.4,1,8,0.37791440700210477,0.31085;0.459028;0.338487;0.456866;0.333642;0.392704;0.321552;0.410187,1.29,2026-08-26T22:47:15
resnet18,saliency,random_logit,4,0.4,2,8,0.37822500201467013,0.420559;0.393974;0.444476;0.514815;0.363153;0.345199;0.278629;0.264996,1.15,2026-08-26T22:47:16
resnet18,saliency,random_logit,4,0.4,3,8,0.39393894962646714,0.312236;0.48641;0.360439;0.497042;0.300181;0.370166;0.400584;0.424453,0.85,2026-08-26T22:47:17
resnet18,saliency,random_logit,4,0.4,4,8,0.3849568313284482,0.511298;0.416481;0.290546;0.360509;0.446072;0.392606;0.322793;0.33935,0.88,2026-08-26T22:47:18
resnet18,saliency,random_logit,4,0.4,5,8,0.40181690610066256,0.480579;0.394262;0.27402;0.363074;0.408357;0.435509;0.466405;0.392328,0.88,2026-08-26T22:47:19
resnet18,saliency,random_logit,4,0.4,6,8,0.4027250575494821,0.515876;0.388587;0.375384;0.549488;0.332997;0.384412;0.356273;0.318784,0.88,2026-08-26T22:47:19
resnet18,saliency,random_logit,4,0.4,7,8,0.4263979168198766,0.414428;0.36057;0.432552;0.639407;0.314723;0.41545;0.47232;0.361733,0.86,2026-08-26T22:47:20
